DOI,poci,openalex,coci,venue,publication_year,is_oa
10.1109/ijcnn.2019.8851908,False,True,True,arXiv (Cornell University),2019,True
10.2214/ajr.19.22254,False,True,True,American Journal of Roentgenology,2020,False
10.1007/s11517-020-02199-5,False,True,True,Medical & Biological Engineering & Computing,2020,False
10.1016/j.cmpb.2021.106211,False,True,True,Computer Methods and Programs in Biomedicine,2021,False
10.1118/1.4906129,False,True,True,Medical Physics,2015,False
10.1002/mrm.27677,False,True,True,Magnetic Resonance in Medicine,2019,False
10.23919/eusipco55093.2022.9909927,False,True,False,arXiv (Cornell University),2019,True
10.1007/s00330-020-06786-w,False,True,True,European Radiology,2020,False
10.1145/3341105.3373856,False,True,True,ACM Symposium on Applied Computing,2020,False
10.1007/s10916-020-01641-3,False,True,True,Journal of Medical Systems,2020,True
10.1109/tmi.2017.2777870,False,True,True,IEEE Transactions on Medical Imaging,2018,False
10.3390/app10072601,False,True,True,Applied sciences,2020,True
10.1016/j.ijrobp.2020.06.076,False,True,True,International Journal of Radiation Oncology Biology Physics,2020,False
10.1109/access.2020.3039496,False,True,True,IEEE Access,2020,True
10.1109/eurocon.2019.8861636,False,True,True,IEEE EUROCON,2019,False
10.1016/j.dsp.2019.102649,False,True,True,Digital Signal Processing,2020,False
10.1117/12.2217162,False,True,True,Proceedings of SPIE,2016,False
10.1109/jbhi.2018.2885214,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,False
10.1016/j.artmed.2020.101998,False,True,True,Artificial Intelligence in Medicine,2021,False
10.1016/j.media.2021.102153,False,True,True,Medical Image Analysis,2021,True
10.1007/978-3-030-87199-4_34,False,True,True,Lecture Notes in Computer Science,2021,True
10.1093/rpd/ncv461,False,True,True,Radiation Protection Dosimetry,2016,True
10.1109/tmi.2016.2643635,False,True,True,IEEE Transactions on Medical Imaging,2017,False
10.1088/1361-6560/aa9104,False,True,True,Physics in Medicine and Biology,2017,False
10.1109/isbi.2019.8759300,False,True,True,International Symposium on Biomedical Imaging,2019,True
10.1109/spin48934.2020.9071339,False,True,False,International Conference on Signal Processing,2020,False
10.1088/1361-6560/aba166,False,True,True,Physics in Medicine and Biology,2020,False
10.1007/978-3-030-32486-5_15,False,True,True,Lecture Notes in Computer Science,2019,True
10.1109/jsen.2021.3056131,False,True,True,IEEE Sensors Journal,2021,False
10.1109/isbi48211.2021.9433793,False,True,True,arXiv (Cornell University),2021,True
10.1109/access.2021.3090825,False,True,True,IEEE Access,2021,True
10.1007/978-3-319-56904-8_3,False,True,True,"Smart innovation, systems and technologies",2018,True
10.1109/icip.2017.8296847,False,True,True,International Conference on Image Processing,2017,False
10.3233/xst-190524,False,True,True,Journal of X-ray Science and Technology,2019,False
10.1016/j.neucom.2020.07.116,False,True,True,Neurocomputing,2020,False
10.1007/978-3-030-87196-3_49,False,True,True,Springer eBooks,2021,True
10.1016/j.ejmp.2018.09.005,False,True,True,Physica Medica,2018,False
10.1117/12.2512551,False,True,True,Medical Imaging 2019: Computer-Aided Diagnosis,2019,False
10.1002/mp.14901,False,True,True,Medical Physics,2021,False
10.1016/j.clinimag.2020.10.014,False,True,True,Clinical Imaging,2021,True
10.1007/978-3-030-87193-2_37,False,True,True,Lecture Notes in Computer Science,2021,False
10.1109/isbi.2016.7493479,False,True,True,International Symposium on Biomedical Imaging,2016,True
10.1002/mp.12141,False,True,True,Medical Physics,2017,False
10.1142/s2424905x18420035,False,True,True,Journal of medical robotics research,2019,True
10.1109/bhi.2019.8834494,False,True,True,IEEE-EMBS International Conference on Biomedical and Health Informatics,2019,False
10.22328/2079-5343-2020-11-1-9-17,False,True,True,Lučevaâ diagnostika i terapiâ,2020,True
10.3390/app10196678,False,True,True,Applied sciences,2020,True
10.2478/jaiscr-2022-0003,False,True,True,Journal of Artificial Intelligence and Soft Computing Research,2022,True
10.1109/ultsym.2018.8580157,False,True,True,Internaltional Ultrasonics Symposium,2018,False
10.1016/j.jmse.2020.01.002,False,True,True,Journal of management science and engineering,2019,True
10.1109/ubmyk48245.2019.8965456,False,True,True,2019 1st International Informatics and Software Engineering Conference (UBMYK),2019,False
10.1007/978-3-030-40977-7_11,False,True,True,Springer eBooks,2020,False
10.1109/isbi45749.2020.9098643,False,True,True,International Symposium on Biomedical Imaging,2020,False
10.1016/j.neucom.2021.07.055,False,True,True,Neurocomputing,2021,False
10.1007/s11042-021-11334-9,False,True,True,Multimedia Tools and Applications,2021,False
10.1007/978-3-030-87199-4_23,False,True,True,Lecture Notes in Computer Science,2021,True
10.1007/s13246-014-0278-5,False,True,True,Australasian Physical & Engineering Sciences in Medicine,2014,True
10.1088/0031-9155/61/16/6085,False,True,True,Physics in Medicine and Biology,2016,True
10.1007/978-3-319-10404-1_99,False,True,True,Lecture Notes in Computer Science,2014,True
10.1109/icsp.2016.7877790,False,True,True,International Conference on Signal Processing,2016,False
10.1109/isbi.2017.7950527,False,True,True,International Symposium on Biomedical Imaging,2017,False
10.48550/arxiv.1804.10481,False,True,False,arXiv (Cornell University),2018,True
10.1007/978-3-030-39343-4_2,False,True,True,Communications in computer and information science,2019,False
10.1016/j.compmedimag.2020.101848,False,True,True,Computerized Medical Imaging and Graphics,2021,False
10.1097/mou.0000000000000887,False,True,True,Current Opinion in Urology,2021,False
10.1109/isbi48211.2021.9434108,False,True,True,International Symposium on Biomedical Imaging,2021,False
10.1002/mp.15181,False,True,True,Medical Physics,2021,False
10.1007/s00330-021-08408-5,False,True,True,European Radiology,2022,False
10.1016/j.cmpb.2022.106752,False,True,True,Computer Methods and Programs in Biomedicine,2022,False
10.1016/j.compbiomed.2022.105817,False,True,True,Computers in Biology and Medicine,2022,False
10.1002/cnm.2726,False,True,True,International Journal for Numerical Methods in Biomedical Engineering,2015,False
10.1117/12.2217079,False,True,True,Proceedings of SPIE,2016,False
10.1007/978-3-319-46726-9_25,False,True,True,Lecture Notes in Computer Science,2016,False
10.1007/978-3-319-59876-5_52,False,True,True,Lecture Notes in Computer Science,2017,False
10.1109/cisp-bmei.2018.8633233,False,True,False,International Congress on Image and Signal Processing,2018,False
10.24193/subbi.2019.1.03,False,True,False,Studia Universitatis Babes-Bolyai: Series Informatica,2019,True
10.1109/access.2019.2943485,False,True,True,IEEE Access,2019,True
10.48550/arxiv.2007.02035,False,True,False,arXiv (Cornell University),2020,True
10.1109/iwssip48289.2020.9145218,False,True,True,"International Conference on Systems, Signals and Image Processing",2020,False
10.3390/app11020844,False,True,True,Applied sciences,2021,True
10.48550/arxiv.2103.06030,False,True,False,arXiv (Cornell University),2021,True
10.1111/jon.12850,False,True,True,Journal of Neuroimaging,2021,False
10.1002/mp.15136,False,True,True,Medical Physics,2021,False
10.1109/access.2021.3114733,False,True,True,IEEE Access,2021,True
10.1007/978-3-030-87722-4_5,False,True,True,Springer International Publishing eBooks,2021,False
10.1109/embc46164.2021.9630792,False,True,True,2021 43rd Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC),2021,False
10.1016/j.radonc.2021.12.011,False,True,True,Radiotherapy and Oncology,2021,False
10.1007/s13369-021-06502-w,False,True,True,Arabian journal for science and engineering,2022,False
10.1007/s11760-021-02115-w,False,True,True,"Signal, Image and Video Processing",2022,False
10.1016/j.cmpb.2022.106770,False,True,True,Computer Methods and Programs in Biomedicine,2022,False
10.1109/isbi52829.2022.9761487,False,True,True,2022 IEEE 19th International Symposium on Biomedical Imaging (ISBI),2022,False
10.1109/tmi.2022.3186731,False,True,False,IEEE Transactions on Medical Imaging,2022,False
10.1007/978-3-031-15937-4_65,False,True,True,Lecture Notes in Computer Science,2022,True
10.1109/tmi.2022.3192483,False,True,False,IEEE Transactions on Medical Imaging,2022,False
10.1109/icpr.2018.8545341,False,True,True,International Conference on Pattern Recognition,2018,False
10.1007/978-3-030-34110-7_45,False,True,True,Lecture Notes in Computer Science,2019,False
10.48550/arxiv.1912.08775,False,True,False,arXiv (Cornell University),2019,True
10.1145/3364836.3364854,False,True,True,Proceedings of the Third International Symposium on Image Computing and Digital Medicine,2019,False
10.1007/s00521-020-05083-3,False,True,True,Neural Computing and Applications,2020,False
10.48550/arxiv.2007.06151,False,True,False,arXiv (Cornell University),2020,True
10.1016/b978-0-12-821259-2.00016-8,False,True,True,Elsevier eBooks,2021,False
10.1002/mp.14651,False,True,True,Medical Physics,2021,False
10.1109/aieee51419.2021.9435797,False,True,True,,2021,False
10.1134/s1054661821020024,False,True,True,Pattern Recognition and Image Analysis,2021,False
10.1109/access.2021.3096665,False,True,True,IEEE Access,2021,True
10.1155/2021/9955174,False,True,True,Mathematical Problems in Engineering,2021,True
10.1007/s10916-021-01751-6,False,True,True,Journal of Medical Systems,2021,True
10.23919/date51398.2021.9474153,False,True,True,"Design, Automation, and Test in Europe",2021,False
10.1016/j.euf.2021.07.017,False,True,True,European urology focus,2021,False
10.1016/j.patcog.2022.108556,False,True,True,Pattern Recognition,2022,False
10.1007/s00521-022-07188-3,False,True,True,Neural Computing and Applications,2022,False
10.1109/isbi52829.2022.9761453,False,True,True,2022 IEEE 19th International Symposium on Biomedical Imaging (ISBI),2022,True
10.1016/j.media.2022.102457,False,True,True,Medical Image Analysis,2022,False
10.1109/isbi52829.2022.9761448,False,True,True,2022 IEEE 19th International Symposium on Biomedical Imaging (ISBI),2022,False
10.1007/978-3-030-83047-2_11,False,True,True,Springer eBooks,2022,False
10.1109/tmi.2022.3191535,False,True,False,IEEE Transactions on Medical Imaging,2022,True
10.1007/978-3-031-08223-8_28,False,True,True,Springer International Publishing eBooks,2022,False
10.1002/mp.15861,False,True,True,Medical Physics,2022,False
10.1007/s10334-022-01031-5,False,True,True,Magnetic Resonance Materials in Physics Biology and Medicine,2022,False
10.1016/j.neucom.2022.07.070,False,True,True,Neurocomputing,2022,False
10.3390/app12178650,False,True,True,Applied sciences,2022,True
10.3390/cancers14225595,False,True,True,Cancers,2022,True
10.1007/978-3-319-24574-4_13,False,True,True,Lecture Notes in Computer Science,2015,False
10.1007/s11548-017-1530-8,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2017,False
10.1109/embc.2017.8037618,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2017,False
10.51415/10321/2931,False,True,False,,2021,True
10.48550/arxiv.1801.10517,False,True,False,arXiv (Cornell University),2018,True
10.1109/icecct.2019.8869533,False,True,True,"IEEE International Conference on Electrical, Computer and Communication Technologies",2019,False
10.1007/978-3-030-35817-4_21,False,True,True,Lecture Notes in Computer Science,2019,False
10.23919/fruct48121.2019.8981537,False,True,True,,2019,False
10.13104/imri.2020.24.3.123,False,True,True,Investigative Magnetic Resonance Imaging,2020,False
10.1007/978-981-16-1550-4_14,False,True,True,Lecture notes in electrical engineering,2021,False
10.1007/978-3-030-69951-2_8,False,True,True,Computational biology,2021,False
10.1142/s0219467822500310,False,True,True,International Journal of Image and Graphics,2021,False
10.48550/arxiv.2107.08111,False,True,False,arXiv (Cornell University),2021,True
10.2139/ssrn.4188684,False,True,False,Social Science Research Network,2021,False
10.1007/s11063-021-10643-2,False,True,True,Neural Processing Letters,2021,False
10.1007/978-3-030-87199-4_5,False,True,True,Lecture Notes in Computer Science,2021,True
10.48550/arxiv.2109.12629,False,True,False,arXiv (Cornell University),2021,True
10.48550/arxiv.2111.12525,False,True,False,arXiv (Cornell University),2021,True
10.1007/s10334-021-00979-0,False,True,True,Magnetic Resonance Materials in Physics Biology and Medicine,2021,False
10.1016/j.compbiomed.2021.105107,False,True,True,Computers in Biology and Medicine,2021,True
10.1016/j.radonc.2021.12.033,False,True,True,Radiotherapy and Oncology,2021,False
10.1002/mp.15698,False,True,True,Medical Physics,2022,True
10.1007/978-3-031-16443-9_15,False,True,True,Lecture Notes in Computer Science,2022,True
10.1007/978-3-031-16443-9_37,False,True,True,Lecture Notes in Computer Science,2022,True
10.1016/j.cmpb.2022.106918,False,True,True,Computer Methods and Programs in Biomedicine,2022,False
10.1002/mp.15895,False,True,False,Medical Physics,2022,False
10.1109/embc48229.2022.9871334,False,True,True,2022 44th Annual International Conference of the IEEE Engineering in Medicine &amp; Biology Society (EMBC),2022,False
10.1007/978-3-031-16443-9_55,False,True,True,Lecture Notes in Computer Science,2022,False
10.1007/978-3-031-16449-1_66,False,True,True,Lecture Notes in Computer Science,2022,True
10.1109/tmi.2022.3210133,False,True,False,IEEE Transactions on Medical Imaging,2022,True
10.1109/icecet55527.2022.9872602,False,True,True,"2022 International Conference on Electrical, Computer and Energy Technologies (ICECET)",2022,False
10.1016/b978-0-32-399851-2.00016-8,False,True,True,Elsevier eBooks,2023,False
10.31265/usps.197,False,True,False,,2022,True
10.1016/j.dib.2022.108739,False,True,True,Data in Brief,2022,True
10.1016/j.zemedi.2022.10.005,False,True,True,Zeitschrift Fur Medizinische Physik,2022,True
10.1007/s00330-022-09239-8,False,True,True,European Radiology,2022,True
10.1002/mp.16102,False,True,False,Medical Physics,2022,False
10.1002/mp.16120,False,True,False,Medical Physics,2022,False
10.3390/agriculture12121997,False,True,True,Agriculture,2022,True
10.3389/fonc.2022.1047215,False,True,False,Frontiers in Oncology,2022,True
10.1186/s13244-022-01340-2,False,True,False,Insights Into Imaging,2022,True
10.1038/s41598-022-26482-7,False,True,False,Scientific Reports,2022,True
10.1016/j.cmpb.2022.107307,False,True,False,Computer Methods and Programs in Biomedicine,2023,False
10.1063/5.0113024,False,True,False,Nucleation and Atmospheric Aerosols,2022,False
10.1109/bibm55620.2022.9995034,False,True,False,2022 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),2022,True
10.1007/s00330-023-09410-9,False,True,False,European Radiology,2023,False
10.1002/mp.16280,False,True,False,Medical Physics,2023,False
10.1109/wacv56688.2023.00265,False,True,False,2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),2023,False
