name,DOI,publication_year,dataset_used,task
multi-site infant brain segmentation algorithms: the iseg-2019 challenge,10.1109/tmi.2021.3055428,2020,M&Ms,Prostate
semi-supervised meta-learning with disentanglement for domain-generalised medical image segmentation,10.1007/978-3-030-87196-3_29,2021,M&Ms,Prostate
adaptive hierarchical dual consistency for semi-supervised left atrium segmentation on cross-domain data,10.1109/tmi.2021.3113678,2022,M&Ms,Prostate
learning disentangled representations in the imaging domain,10.1016/j.media.2022.102516,2021,M&Ms,Prostate
artificial intelligence with deep learning in nuclear medicine and radiology,10.1186/s40658-021-00426-y,2021,M&Ms,Prostate
federated learning for multi-center imaging diagnostics: a simulation study in cardiovascular disease,10.1038/s41598-022-07186-4,2022,M&Ms,Prostate
atrialjsqnet: a new framework for joint segmentation and quantification of left atrium and scars incorporating spatial and shape information,10.1016/j.media.2021.102303,2022,M&Ms,Prostate
cascaded triplanar autoencoder m-net for fully automatic segmentation of left ventricle myocardial scar from three-dimensional late gadolinium-enhanced mr images,10.1109/jbhi.2022.3146013,2022,M&Ms,Prostate
assessment of right ventricular size and function from cardiovascular magnetic resonance images using artificial intelligence,10.1186/s12968-022-00861-5,2022,M&Ms,Prostate
transformers in medical image analysis: a review,10.1016/j.imed.2022.07.002,2022,M&Ms,Prostate
radiomics-based classification of left ventricular non-compaction hypertrophic cardiomyopathy and dilated cardiomyopathy in cardiovascular magnetic resonance,10.3389/fcvm.2021.764312,2021,M&Ms,Prostate
refined deep layer aggregation for multi-disease multi-view &amp; multi-center cardiac mr segmentation,10.1007/978-3-030-93722-5_34,2022,M&Ms,Prostate
medical image analysis on left atrial lge mri for atrial fibrillation studies: a review,10.1016/j.media.2022.102360,2022,M&Ms,Prostate
mh-net: model-data-driven hybrid-fusion network for medical image segmentation,10.1016/j.knosys.2022.108795,2022,M&Ms,Prostate
from accuracy to reliability and robustness in cardiac magnetic resonance image segmentation: a review,10.3390/app12083936,2022,M&Ms,Prostate
collaborative boundary-aware context encoding networks for error map prediction,10.1016/j.patcog.2021.108515,2021,M&Ms,Prostate
using mri-specific data augmentation to enhance the segmentation of right ventricle in multi-disease multi-center and multi-view cardiac mri,10.1007/978-3-030-93722-5_27,2022,M&Ms,Prostate
late fusion u-net with gan-based augmentation for generalizable cardiac mri segmentation,10.1007/978-3-030-93722-5_39,2022,M&Ms,Prostate
cardiac mr: from theory to practice,10.3389/fcvm.2022.826283,2022,M&Ms,Prostate
towards reliable cardiac image segmentation: assessing image-level and pixel-level segmentation quality via self-reflective references,10.1016/j.media.2022.102426,2022,M&Ms,Prostate
machine learning for the automatic assessment of aortic rotational flow and wall shear stress from 4d flow cardiac magnetic resonance imaging,10.1007/s00330-022-09068-9,2022,M&Ms,Prostate
a systematic collection of medical image datasets for deep learning,10.48550/arxiv.2106.12864,2021,M&Ms,Prostate
deep learning based cardiac mri segmentation: do we need experts?,10.3390/a14070212,2021,M&Ms,Prostate
right ventricular segmentation from short- and long-axis mris via information transition,10.1007/978-3-030-93722-5_28,2022,M&Ms,Prostate
cardisort: a convolutional neural network for cross vendor automated sorting of cardiac mr images,10.1007/s00330-022-08724-4,2022,M&Ms,Prostate
a probabilistic deep motion model for unsupervised cardiac shape anomaly assessment,10.1016/j.media.2021.102276,2022,M&Ms,Prostate
deformable bayesian convolutional networks for disease-robust cardiac mri segmentation,10.1007/978-3-030-93722-5_32,2022,M&Ms,Prostate
multi-disease multi-view and multi-center right ventricular segmentation in cardiac mri using efficient late-ensemble deep learning approach,10.1007/978-3-030-93722-5_36,2022,M&Ms,Prostate
right ventricular segmentation in multi-view cardiac mri using a unified u-net model,10.1007/978-3-030-93722-5_31,2022,M&Ms,Prostate
w-net: novel deep supervision for deep learning-based cardiac magnetic resonance imaging segmentation,10.1080/03772063.2022.2098836,2022,M&Ms,Prostate
minimising multi-centre radiomics variability through image normalisation: a pilot study,10.1038/s41598-022-16375-0,2022,M&Ms,Prostate
a domain adaptation benchmark for t1-weighted brain magnetic resonance image segmentation,10.3389/fninf.2022.919779,2022,M&Ms,Prostate
deep learning based parametrization of diffeomorphic image registration for the application of cardiac image segmentation,10.1109/bibm55620.2022.9994849,2022,M&Ms,Prostate
style curriculum learning for robust medical image segmentation,10.48550/arxiv.2108.00402,2021,M&Ms,Prostate
improved ai-based segmentation of apical and basal slices from clinical cine cmr,10.1007/978-3-030-93722-5_10,2022,M&Ms,Prostate
multi-view sa-la net: a framework for simultaneous segmentation of rv on multi-view cardiac mr images,10.1007/978-3-030-93722-5_30,2022,M&Ms,Prostate
automated segmentation of the right ventricle from magnetic resonance imaging using deep convolutional neural networks,10.1007/978-3-030-93722-5_37,2022,M&Ms,Prostate
tempera: spatial transformer feature pyramid network for cardiac mri segmentation,10.1007/978-3-030-93722-5_29,2022,M&Ms,Prostate
consistency based co-segmentation for multi-view cardiac mri using vision transformer,10.1007/978-3-030-93722-5_33,2022,M&Ms,Prostate
a multi-view crossover attention u-net cascade with fourier domain adaptation for multi-domain cardiac mri segmentation,10.1007/978-3-030-93722-5_35,2022,M&Ms,Prostate
using out-of-distribution detection for model refinement in cardiac image segmentation,10.1007/978-3-030-93722-5_40,2022,M&Ms,Prostate
3d right ventricle reconstruction from 2d u-net segmentation of sparse short-axis and 4-chamber cardiac cine mri views,10.1007/978-3-030-93722-5_38,2022,M&Ms,Prostate
deepstrain evidence of asymptomatic left ventricular diastolic and systolic dysfunction in young adults with cardiac risk factors,10.3389/fcvm.2022.831080,2022,M&Ms,Prostate
generative myocardial motion tracking via latent space exploration with biomechanics-informed prior,10.1016/j.media.2022.102682,2022,M&Ms,Prostate
deeprecon: joint 2d cardiac segmentation and 3d volume reconstruction via a structure-specific generative method,10.1007/978-3-031-16440-8_54,2022,M&Ms,Prostate
nn-unet training on cyclegan-translated images for cross-modal domain adaptation in biomedical imaging,10.1007/978-3-031-09002-8_47,2022,M&Ms,Prostate
nnunet with region-based training and loss ensembles for brain tumor segmentation,10.1007/978-3-031-08999-2_36,2022,M&Ms,Prostate
cardiovascular imaging databases: building machine learning algorithms for regenerative medicine,10.1007/s40778-022-00216-x,2022,M&Ms,Prostate
federated disentangled representation learning for unsupervised brain anomaly detection,10.1038/s42256-022-00515-2,2022,M&Ms,Prostate
left and right ventricular segmentation based on 3d region-aware u-net,10.1109/cbms55023.2022.00031,2022,M&Ms,Prostate
towards automatic classification of cardiovascular magnetic resonance task force criteria for diagnosis of arrhythmogenic right ventricular cardiomyopathy,10.1007/s00392-022-02088-x,2022,M&Ms,Prostate
3d cardiac substructures segmentation from cmri using generative adversarial network (gan),10.1109/embc48229.2022.9871950,2022,M&Ms,Prostate
label-informed cardiac magnetic resonance image synthesis through conditional generative adversarial networks,10.1016/j.compmedimag.2022.102123,2022,M&Ms,Prostate
cardiac anomaly detection from cine mri images using physiological features and random forest classifier,10.1109/embc48229.2022.9871368,2022,M&Ms,Prostate
a survey on attention mechanisms for medical applications: are we moving towards better algorithms?,10.1109/access.2022.3206449,2022,M&Ms,Prostate
transfusion: multi-view divergent fusion for medical image segmentation with transformers,10.1007/978-3-031-16443-9_47,2022,M&Ms,Prostate
contrastive re-localization and history distillation in federated cmr segmentation,10.1007/978-3-031-16443-9_25,2022,M&Ms,Prostate
layer ensembles: a single-pass uncertainty estimation in deep learning for segmentation,10.1007/978-3-031-16452-1_49,2022,M&Ms,Prostate
efficient bayesian uncertainty estimation for nnu-net,10.1007/978-3-031-16452-1_51,2022,M&Ms,Prostate
toward an automatic detection of cardiac structures in short and long axis views,10.1016/j.bspc.2022.104187,2023,M&Ms,Prostate
embedding gradient-based optimization in image registration networks,10.1007/978-3-031-16446-0_6,2022,M&Ms,Prostate
adaptive optimization with fewer epochs improves across-scanner generalization of u-net based medical image segmentation,10.1007/978-3-031-16852-9_12,2022,M&Ms,Prostate
right ventricle segmentation in cardiac mr images using convolutional neural network architecture,10.1007/978-3-031-16210-7_29,2022,M&Ms,Prostate
disentangling a single mr modality,10.1007/978-3-031-17027-0_6,2022,M&Ms,Prostate
analysis of right ventricle segmentation in the end diastolic and end systolic cardiac phases using unet-based models,10.1007/978-3-031-16210-7_32,2022,M&Ms,Prostate
systematic analysis of cmr segmentation using deep learning,10.47164/ijngc.v13i3.825,2022,M&Ms,Prostate
clinician's guide to trustworthy and responsible artificial intelligence in cardiovascular imaging,10.3389/fcvm.2022.1016032,2022,M&Ms,Prostate
on the usability of synthetic data for improving the robustness of deep learning-based segmentation of cardiac magnetic resonance images,10.1016/j.media.2022.102688,2022,M&Ms,Prostate
attri-vae: attribute-based interpretable representations of medical images with variational autoencoders,10.1016/j.compmedimag.2022.102158,2022,M&Ms,Prostate
automatic quality assessment of cardiac mr images with motion artefacts using multi-task learning and k-space motion artefact augmentation,10.1007/978-3-031-23443-9_39,2022,M&Ms,Prostate
beyond cfd: emerging methodologies for predictive simulation in cardiovascular health and disease,10.1063/5.0109400,2023,M&Ms,Prostate
robust cardiac mri segmentation with data-centric models to improve performance via intensive pre-training and augmentation,10.1007/978-3-031-23443-9_47,2022,M&Ms,Prostate
a deep learning-based fully automatic framework for motion-existing cine image quality control and quantitative analysis,10.1007/978-3-031-23443-9_48,2022,M&Ms,Prostate
cardiac mr image segmentation and quality control in the presence of respiratory motion artifacts using simulated data,10.1007/978-3-031-23443-9_44,2022,M&Ms,Prostate
deep learning based classification and segmentation for cardiac magnetic resonance imaging with respiratory motion artifacts,10.1007/978-3-031-23443-9_37,2022,M&Ms,Prostate
myocardial segmentation of tagged magnetic resonance images with transfer learning using generative cine-to-tagged dataset transformation,10.3390/bioengineering10020166,2023,M&Ms,Prostate
transforming medical imaging with transformers? a comparative review of key properties current progresses and future perspectives,10.1016/j.media.2023.102762,2023,M&Ms,Prostate
training auxiliary prototypical classifiers for explainable anomaly detection in medical image segmentation,10.1109/wacv56688.2023.00265,2023,M&Ms,Prostate
improving data-efficiency and robustness of medical imaging segmentation using inpainting-based self-supervised learning,10.3390/bioengineering10020207,2023,M&Ms,Prostate
open-source fully-automated hybrid cardiac substructure segmentation: development and optimisation,10.1007/s13246-023-01231-w,2023,M&Ms,Prostate
reviewing federated machine learning and its use in diseases prediction,10.3390/s23042112,2023,M&Ms,Prostate
frequency dropout: feature-level regularization via randomized filtering,10.1007/978-3-031-25066-8_14,2023,M&Ms,Prostate
a deep learning approach for fully automated cardiac shape modeling in tetralogy of fallot,10.1186/s12968-023-00924-1,2023,M&Ms,Prostate
the liver tumor segmentation benchmark (lits),10.1016/j.media.2022.102680,2019,Medical Decathlon,Prostate
robust deep learning-based semantic organ segmentation in hyperspectral images,10.1016/j.media.2022.102488,2021,Medical Decathlon,Prostate
enhancing mr image segmentation with realistic adversarial data augmentation,10.1016/j.media.2022.102597,2021,Medical Decathlon,Prostate
medmnist v2 -- a large-scale lightweight benchmark for 2d and 3d  biomedical image classification,10.48550/arxiv.2110.14795,2021,Medical Decathlon,Prostate
visual ensemble selection of deep convolutional neural networks for 3d segmentation of breast tumors on dynamic contrast enhanced mri,10.1007/s00330-022-09113-7,2022,Medical Decathlon,Prostate
